INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Bloque,Órgano requerido,Organismo (derivación final),Corresponde responder a 2 o mas Ministerios?,Segunda derivación,Justificación o contexto,Pregunta,Respuesta,Organismo requerido inicialmente,Area de gestión,Tema
96,26/09/2016,28/09/2016,51,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Ministerio de Seguridad,,,,,"- ¿Cuáles son los lineamientos principales del Plan “Argentina sin narcotráfico”, anunciado recientemente por el Presidente de la Nación?
- ¿Se prevé que el Poder Ejecutivo remita al Poder Legislativo iniciativas referidas a dicho Plan? En caso de resultar afirmativa la respuesta ¿Cuál o cuáles serán esas iniciativas?
- ¿Qué medidas contempla el Plan con lo que respecta a la seguridad y control de frontera?",SI,Seguridad ,Narcotráfico  ,PLAN ARGENTINA SIN NARCOTRAFICO
96,26/09/2016,28/08/2016,52,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Ministerio de Seguridad,,Plan Belgrano,,,"¿Prevé el Poder Ejecutivo continuar con la política de creación de agencias antidrogas en el resto del país como lo hizo en Tucumán, cubriendo el NOA?",SI,Seguridad ,Narcotráfico  ,CREACIÓN AGENCIAS ANTIDROGAS
96,26/09/2016,28/09/2016,53,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Jefatura de Gabinete,,,,,¿Se encuentra en condiciones el Poder Ejecutivo remitir al Senado de la Nación el acuerdo para el Presidente del BCRA? ¿Prevé hacerlo en el corto plazo?,SI,Hacienda y Finanzas Públicas,BCRA,PLIEGO PRESIDENTE BCRA
96,26/09/2016,28/09/2016,54,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),"Ministerio de Interior, Obras Públicas y Vivienda",,Jefatura de Gabinete,,,"¿Tiene intensiones el Poder Ejecutivo Nacional de centralizar la contratación de los programas con financiamiento externo que se ejecutan en las provincias, puntualmente en el caso de Neuquén, y limitar la intervención de la provincia a las tareas de inspección de obra? ",SI (INTERIOR),"Interior, Obras Públicas y Vivienda",Relaciones con las Provincias,CENTRALIZACIÓN EN LA CONTRATACIÓN OBRA PÚBLICA
96,26/09/2016,28/08/2016,55,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),"Ministerio de Interior, Obras Públicas y Vivienda",,,,"Concretamente en el caso del proyecto de la Planta de Desagües Cloacales de la localidad de Villa La Angostura, cuyo municipio ya elevó al Ente Nacional de Obras Hídricas de Saneamiento (ENOHSA) el informe con las conclusiones que arrojó la Audiencia Pública celebrada el pasado 18 de agosto",El organismo nacional prevé avanzar en el sentido expresado en el punto anterior. ,SI,"Interior, Obras Públicas y Vivienda",Infraestructura Sanitaria,PLANTA DESAGÜES CLOACALES VILLA LA ANGOSTURA
96,26/09/2016,28/09/2016,56,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Ministerio de Hacienda y Finanzas Públicas,,,,,"-¿Cuál es el estado de situación financiero (préstamo) para la concreción de la obra del Proyecto Multipropósito Chihuido I? 
-¿Qué avances se han logrado en las negociaciones luego de que el Ministerio de Hacienda y Finanzas suscribiera el acuerdo con el VEB (Bank of Development, de Rusia) para avanzar en las gestiones del financiamiento?",SI (Hacienda),Energía y Minería,Energía eléctrica  ,PROYECTO MULTIPROPOSITO CHIHUIDO
96,26/09/2016,28/09/2016,57,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),"Ministerio de Interior, Obras Públicas y Vivienda",,Ministerio de Hacienda y Finanzas Públicas,,,"Detalle las instancias administrativas pendientes que imposibilitan, a la fecha, la efectivización del crédito que el Fondo de Abu Dhabi para el Desarrollo (ADFD) otorgará al gobierno neuquino para el desarrollo del Proyecto Multipropósito Villa Nahueve. ¿Cuál fue el motivo del pedido de una nueva prórroga?",SI,Energía y Minería,Energía eléctrica  ,PROYECTO MULTIPROPOSITO NAHUEVE
96,26/09/2016,28/08/2016,58,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Ministerio de Energía y Minería,,,,,"¿Cuándo estima el Ministerio de Energía y Minería de la Nación que se pueda hacer efectiva la reactivación de la producción de la Planta Industrial de Agua Pesada de Arroyito, Provincia de Neuquén? ",SI,Energía y Minería,CNEA (energía atómica),PLANTA AGUA PESADA ARROYITO
96,26/09/2016,28/09/2016,59,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Ministerio de Energía y Minería,,,,"Ante la confirmación de que la central nuclear Atucha III estará basada en la tecnología CANDU, lo que contribuirá a la sostenibilidad de la PIAP en el mediano plazo",¿se contempla en Plan Nuclear Nacional concretar un nuevo proyecto basado en esta tecnología?,SI,Energía y Minería,CNEA (energía atómica),TECNOLOGÍA CANDU PLAN NUCLEAR
96,26/09/2016,28/09/2016,60,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Ministerio de Energía y Minería,,,,En relación con la definición del precio interno del petróleo para el año 2017.,-¿podría explicar qué criterios y metodología se utilizarán para fijar ese importe?  -¿Se avanzará hacia una convergencia del precio local del barril de crudo con las cotizaciones del petróleo a nivel internacional?,SI,Energía y Minería,YPF/Política de hidrocarburos/Gas,PRECIO INTERNO PETROLEO 2017
96,26/09/2016,28/08/2016,61,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Ministerio de Energía y Minería,,,,,"¿Qué iniciativas se adoptarán para avanzar en la mejora de la productividad y competitividad de la industria petrolera, uno de los objetivos explicitados por funcionarios de Gobierno?",SI,Energía y Minería,YPF/Política de hidrocarburos/Gas,PRODUCTIVIDAD Y COMPETITIVIDAD INDUSTRIA PETROLERA
96,26/09/2016,28/09/2016,62,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),Ministerio de Transporte,,,,,"-Para qué fecha está previsto el inicio de la obra adjudicada a través de la licitación Nº 9/2015 (ORSNA – FIDEICOMISO) de “Rehabilitación Pista 06-24, Calle de Rodaje y Plataforma, Nuevo Sistema de Balizamiento”.
-Defina los términos y plazos de ejecución en función de la conclusión de la veda invernal y el posterior inicio de la temporada alta estival.",SI,Transporte ,Aeropuertos/Aerolíneas/Transporte aéreo,OBRA PISTA AEROPUERTO NEUQUEN
96,26/09/2016,28/09/2016,63,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),ANSES,,,,"Según la definición de armonizar de la Real Academia de la Lengua Española define este  verbo  a saber: “Es  poner en armonía, o hacer que no discuerden o se rechacen dos o más partes de un todo, o dos o más cosas que deben concurrir al mismo. ","¿Cómo, en función a esta definición, prevé el PEN que se podrán “armonizar” los distintos Sistemas Previsionales,  estando estructurados con diversos parámetros para su determinación, sin que esto implique un avance sobre los derechos garantizados por las distintas Constituciones y leyes Provinciales?",SI,ANSES,Política previsional/jubilatoria,ARMONIZACIÓN SISTEMAS PREVISIONALES
96,26/09/2016,28/08/2016,64,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),ANSES,,,,"Sabemos que el sentido del artículo 27 de la Ley 27.260 del “Programa Nacional De Reparación Histórica Para Jubilados Y Pensionados” es lograr un acuerdo con las provincias, cuyos sistemas  previsionales no fueron transferidos a la Nación."," -¿Se pretende que fruto de estos acuerdos, dichas provincias cambien los procedimientos de cálculo de la edad jubilatoría y la cantidad de años de servicio necesarios para acceder al beneficio previsional? 
-En esta línea, ¿qué medidas prevé tomar el PEN con aquellas provincias que no avancen con el proceso de armonización? 
-¿Serán éstas provincias marginadas de ayudas financieras por parte del Ejecutivo? ¿Cual será la penalidad por no acordar?",SI,ANSES,Política previsional/jubilatoria,ACUERDOS NACION PROVINCIA SISTEMAS PREVISIONALES
96,26/09/2016,28/09/2016,65,,"Crexell, Carmen Lucila (NQN - MPN)",Movimiento Popular Neuquino (MPN),ANSES,,,,La ley prevé que la Administración Nacional de la Seguridad Social (ANSES) deberá realizar las auditorías correspondientes a fin de evaluar los estados contables y los avances en el proceso de armonización.,"-En este sentido, ¿no resulta asimétrica la implementación de auditorías unilaterales de parte de la ANSES y a su vez un avance sobre las autonomías provinciales? 
-¿No sería más ajustado al derecho que dichas auditorias sean realizadas en conjunto, con técnicos del ANSES  y de la provincia respectiva?",SI,ANSES,Política previsional/jubilatoria,AUDITORIAS ARMONIZACIÓN SISTEMAS PREVISIONALES
96,26/09/2016,28/09/2016,66,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Hacienda y Finanzas Públicas,,,,,"En función de lo aprobado en el Presupuesto 2016 para los subsidios en energía eléctrica. ¿Cuál es el monto del total aprobado que efectivamente se utilizará para ese fin durante el corriente año? En el caso de que esos valores no sean el 100 %, aclarar hacia qué otros gastos se reasignaron dichas partidas presupuestarias.",SI,Energía y Minería,Energía eléctrica  ,SUBSIDIOS ENERGÍA ELÉCTRICA 
96,26/09/2016,28/08/2016,67,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,,"¿Cuál es la política a futuro que tiene el Poder Ejecutivo  respecto a la generación, transporte y distribución de energía eléctrica? Mencionar objetivos, planes, plazos, programas, obras y financiamientos. ",SI,Energía y Minería,Energía eléctrica  ,DESARROLLO ENERGÍA ELÉCTRICA
96,26/09/2016,28/09/2016,68,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,En función de la suspensión de las obras tendientes a aumentar el parque de generación de energía eléctrica: ,¿Cuál es el plan de contingencia para cubrir la demanda esperada en el próximo verano?.  ¿Sobre qué funcionarios recae dicha responsabilidad?,SI,Energía y Minería,Energía eléctrica  ,DESARROLLO ENERGÍA ELÉCTRICA
96,26/09/2016,28/09/2016,69,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,,"¿Es intención del Gobierno Nacional, avanzar en la normalización de los organismos reguladores? De ser así, cuales son los tiempos previstos para el inicio de los concursos públicos y el envío de las propuestas de conformación de los directorios del ENRE, ENARGAS al poder Legislativo.",SI,Energía y Minería,Organismos,NORMALIZACIÓN DE ORGANISMOS REGULADORES 
96,26/09/2016,28/08/2016,70,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,Ministerio de Justicia y Derechos Humanos,,,"Informar si los funcionarios del Ministerio de Energía y Minería de la Nación, desde el cargo de Subsecretario o su superior, son en la actualidad o fueron tenedores de acciones, opciones, obligaciones negociables u otra inversión financiera o real, relacionada a empresas del sector energético o minero.",SI (ENERGIA Y MINERIA Y JUSTICIA),Energía y Minería,Ética pública,FUNCIONARIOS CON ACCIONES EMPRESAS SECTOR
96,26/09/2016,28/09/2016,71,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,,¿Cuál es el estado actual de la ejecución de la obra para la central nuclear Atucha III? (Presupuestos y financiación; Cronograma de obras; Situación de los trabajadores afectados a esa obra),SI,Energía y Minería,CNEA/Energía Nuclear,EJECUCIÓN OBRA ATUCHA III
96,26/09/2016,28/09/2016,72,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,Gasoducto NEA:,"Trazado definitivo de los ramales de aproximación, subtroncales y las redes de distribución domiciliaria.
Estado de situación actual del proyecto. Grado de avance y plan de ejecución de la obra.",SI,Energía y Minería,Obras hidrocarburíferas,GASODUCTO NEA
96,26/09/2016,28/08/2016,73,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,Gasoducto NEA:,"a) Los métodos de financiamiento que se están aplicado actualmente y los que se utilizarán en el futuro. 
b) Si las provincias beneficiarias deberán realizar algún aporte económico para el financiamiento de la obra, en cualquiera de sus etapas de construcción. 
c) Plazos previstos para la finalización.",SI,Energía y Minería,YPF/Política de hidrocarburos/Gas,GASODUCTO NEA
96,26/09/2016,28/09/2016,74,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Energía y Minería,,,,Gasoducto NEA:,"Situación particular de la provincia de Formosa sobre estado actual, grado de avance, plazos de ejecución y finalización de los ramales de aproximación, subtroncales y las redes de distribución domiciliaria. ",SI,Energía y Minería,Obras hidrocarburíferas,GASODUCTO NEA
96,26/09/2016,28/09/2016,75,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Plan Belgrano,,,,,"En relación al Plan Belgrano, ¿Cuál es la posición del Poder Ejecutivo respecto a los estudios, planes y obras en infraestructura de conectividad (energética, fibra óptica, vial, fluviomarítima y ferroviaria) que hay en carpeta en la UNASUR a través del COSIPLAN? Describir la postura sobre todo ante los proyectos ancla.",SI,PlanBelgrano,Gestión de obras,POSICIÓN SOBRE OBRAS INFRAESTRUCTURA DE CONECTIVIDAD
96,26/09/2016,28/08/2016,76,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Plan Belgrano,,,,,¿Qué obras del Plan Belgrano tienen como principal objetivo fortalecer los corredores internos de la Región? ¿Cuál es cronograma de inicio de estudios de factibilidad o ejecución de estas?,SI,PlanBelgrano,Gestión de obras,FORTALECIMIENTO DE CORREDORES INTERNOS
96,26/09/2016,28/09/2016,77,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Plan Belgrano,,,,,"En relación al Plan Belgrano, ¿Cuál es la decisión que tiene tomada el Poder Ejecutivo respecto a los resultados del estudio “Programa de Optimización Territorial entre Argentina y Paraguay,  Nodo Clorinda – Asunción”?",SI,PlanBelgrano,Gestión de obras,PROGRAMA OPTIMIZACIÓN TERRITORIAL CON PARAGUAY
96,26/09/2016,28/09/2016,78,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Agroindustria,,,,,¿Qué medidas fueron adoptadas para impulsar el desarrollo de las economías regionales frutihortícolas?,SI,Agroindustria ,Economías Regionales,REACTIVACIÓN ECONOMÍAS REGIONALES FRUTIHORTÍCOLA
96,26/09/2016,28/08/2016,79,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Agroindustria,,,,,¿Cuáles han sido las medidas adoptadas para morigerar el impacto económico- productivo en las economías regionales generado por la quita de las retenciones al sector agroexportador?,SI,Agroindustria ,Política Económica,IMPACTO QUITA RETENCIONES AGROEXPORTACIÓN
96,26/09/2016,28/09/2016,80,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Agroindustria,,,,,"¿Cómo impactó la quita de retenciones en la composición del FONDO FEDERAL SOLIDARIO y del financiamiento para el desarrollo tecnológico-productivo de las ECONOMIAS REGIONALES, teniendo en cuenta que parte de las mismas eran destinadas a estos sectores en la gestión del gobierno anterior?",SI,Agroindustria ,Agricultura  ,IMPACTO QUITA RETENCIONES EN FONDO FEDERAL SOLIDARIO
96,26/09/2016,28/09/2016,81,,"De la Rosa, María Graciela (FSA - PJ-FpV)",PJ - Frente para la Victoria (PJ - FpV),Ministerio de Agroindustria,,,,,Detalle y explique las erogaciones que el Ministerio de Agroindustria viene ejecutando en concepto de baja de retenciones. ,SI,Agroindustria ,Política Económica,EROGACIONES BAJA RETENCIONES
