INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Marca temporal,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
ANEXO 94,30/05/2016,01/06/2016,352,8/1/2016 10:16:34,"Fernández Sagasti, Anabel (MZA - PJ-FpV)","La propuesta de Reforma Política prevé penas de cárcel (de 1 a 6 años) para los que realicen actividades que resultan imprescindibles en cualquier auditoría o revisión independiente del sistema de voto electrónico.
De esta forma, se pretende imponer el uso de sistema informático en la emisión y el conteo de los votos,  y como si no fuera ya extremadamente difícil para cualquier ciudadano asegurarse de cómo funciona (y si es seguro), se penaliza con prisión a quien intente descubrirlo.
Teniendo en cuenta que el proyecto de ley propone un conjunto de modificaciones legislativas orientadas a mejorar la integridad, transparencia y equidad del sistema electoral argentino, para que este goce de la confianza plena de todos sus ciudadanos:",¿Cómo se puede garantizar este objetivo impidiendo a los ciudadanos que fiscalicen y controlen estas innovaciones?,"Ministerio de Interior, Obras Públicas y Vivienda", Otros,REFORMA POLÍTICA FISCALIZACIÓN
ANEXO 94,30/05/2016,01/06/2016,353,8/1/2016 10:19:21,"Fernández Sagasti, Anabel (MZA - PJ-FpV)","La propuesta de Reforma Política prevé penas de cárcel (de 1 a 6 años) para los que realicen actividades que resultan imprescindibles en cualquier auditoría o revisión independiente del sistema de voto electrónico.
De    esta    forma,     se    pretende    imponer    el    uso    de sistema informático en la emisión y el conteo de los votos,  y como si no   fuera   ya   extremadamente   difícil   para   cualquier ciudadano asegurarse de cómo  funciona   (y si es  seguro),   se penaliza con prisión a quien intente descubrirlo.
Teniendo en cuenta que el proyecto de ley propone un conjunto de modificaciones legislativas orientadas a mejorar la integridad, transparencia y equidad del sistema electoral argentino, para que este goce de la confianza plena de todos sus ciudadanos:","¿Quién va a hacer el control de que el escrutinio sea transparente, de que efectivamente no haya manipulación electrónica?","Ministerio de Interior, Obras Públicas y Vivienda", Otros,REFORMA POLÍTICA FISCALIZACIÓN
ANEXO 94,30/05/2016,01/06/2016,354,8/1/2016 10:21:32,"Fernández Sagasti, Anabel (MZA - PJ-FpV)",,¿Por qué se excluye de las PASO a la figura del VICEPRESIDENTE?,"Ministerio de Interior, Obras Públicas y Vivienda", Otros,VICEPRESIDENTE EN LAS PASO
ANEXO 94,30/05/2016,01/06/2016,355,8/1/2016 10:24:05,"Fernández Sagasti, Anabel (MZA - PJ-FpV)","La propuesta se presentó como una búsqueda de mayor transparencia en el proceso electoral. En primer lugar, se sostuvo que el proyecto busca la eliminación del clientelismo.","¿Cuáles son los mecanismos dispuestos por  la legislación para tal eliminación, más allá de la modificación del sistema de emisión del voto?","Ministerio de Interior, Obras Públicas y Vivienda", Otros,REFORMA POLÍTICA CLIENTELISMO
ANEXO 94,30/05/2016,01/06/2016,356,8/1/2016 10:27:42,"Fernández Sagasti, Anabel (MZA - PJ-FpV)","Con respecto a la lista sábana la propuesta de reforma política en el artículo 15 que regula las pantallas, sostiene que en el caso de candidaturas legislativas debe figurar en la pantalla ""al menos"" el nombre y apellido del primer candidato. Es decir que el elector decidiría sobre el primer candidato sin conocer nunca el nombre y apellido del resto de los integrantes de la lista. ",¿De qué manera este aspecto fortalece la figura de los partidos políticos?,"Ministerio de Interior, Obras Públicas y Vivienda", Otros,REFORMA POLÍTICA LISTAS SABANAS
ANEXO 94,30/05/2016,01/06/2016,357,8/1/2016 10:31:17,"Fernández Sagasti, Anabel (MZA - PJ-FpV)","La propuesta de Reforma Política tal como está tampoco disuade de la lista sábana en sentido horizontal (es decir, por la lista a distintas categorías pegadas entre sí, lo que popularmente se conoce como sábana) ya que la primera alternativa que ofrecerán las pantallas será la de votar la lista   completa.   Incluso   podría   eventualmente   reforzar un sesgo que debería ser estudiado antes de aplicar un sistema semejante.",¿Han analizado esta posibilidad?,"Ministerio de Interior, Obras Públicas y Vivienda", Otros,REFORMA POLÍTICA LISTAS SABANAS
ANEXO 94,30/05/2016,01/06/2016,358,8/1/2016 11:03:29,"Fernández Sagasti, Anabel (MZA - PJ-FpV)","El boleto educativo es una demanda histórica del sector universitario,",¿se va a dar respuesta a este reclamo?,Ministerio de Transporte,Transporte terrestre  ,BOLETO EDUCATIVO
ANEXO 94,30/05/2016,01/06/2016,359,8/1/2016 12:44:17,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál  es el estado actual de contaminación en las Cuencas de los ríos Limay y Neuquén?,Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,CONTAMINACIÓN RIO LIMAY Y NEUQUEN
ANEXO 94,30/05/2016,01/06/2016,360,8/1/2016 13:58:18,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuáles son los avances de PROCREAR en la provincia de Río Negro?,ANSES, Política habitacional.,PROCREAR EN RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,361,8/1/2016 14:08:25,"García Larraburu, Silvina (RNG - PJ-FpV)","Según el director del Instituto Nacional de Servicios Sociales para Jubilados y Pensionados en Río Negro, Leandro Zacarías, Bariloche está atravesando problemas especiales con los remedios del PAMI por la deuda histórica que reclama la Confederación Farmacéutica Argentina. ",¿Cuál es el estado de las negociaciones? ¿Cómo piensan contener a los jubilados afectados en Bariloche? ¿Cuál es la cifra de afiliados perjudicados por esta situación?,INSSJP/PAMI,Programas/ servicios de salud,PAMI DEUDA CON FARMACIAS
ANEXO 94,30/05/2016,01/06/2016,362,8/1/2016 13:49:53,"García Larraburu, Silvina (RNG - PJ-FpV)","Según el Centro de estudios de economía y política argentina (Cepa) hubo 167 mil despidos; en 2015 había un 24,4 % de pobres (9,5 millones) y en 2016 se elevó al 34%. En este mismo sentido va el Instituto Gino Germani que señala que en 2015 había 22% de pobreza y en 2016 34,5. Agustín Salvia de la UCA declaró que hay 5 millones de nuevos pobres. ",¿Cómo pretenden paliar esta problemática?,Jefatura de Gabinete,Política de Empleo y Desempleo  ,PROMOCIÓN DEL EMPLEO
ANEXO 94,30/05/2016,01/06/2016,363,8/1/2016 13:55:31,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿ Es cierto que el gobierno actual quiere deslindar responsabilidades por las obras que aún no se terminaron?,Jefatura de Gabinete, Infraestructura.,OBRAS PÚBLICAS
ANEXO 94,30/05/2016,01/06/2016,364,8/1/2016 13:56:46,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál  será el rol del Gobierno Nacional si se terminan los fondos que han depositado a la Provincia de Río Negro para que se haga cargo? ,Jefatura de Gabinete, Infraestructura.,FONDOS PARA OBRAS EN RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,365,8/1/2016 13:42:56,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Se han importado peras y manzanas? ¿Por qué?,Ministerio de Agroindustria,Exportación / importación,IMPORTACIÓN FRUTIHORTÍCOLA
ANEXO 94,30/05/2016,01/06/2016,366,8/1/2016 13:44:04,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál es la propuesta del Gobierno Nacional para resolver la crisis frutícola?,Ministerio de Agroindustria,Agricultura  ,CRISIS FRUTIHORTÍCOLA
ANEXO 94,30/05/2016,01/06/2016,367,8/1/2016 13:46:01,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Qué medidas adoptará el Poder Ejecutivo para el desarrollo de una política Nacional de protección y promoción de la producción y comercialización de la fruta fina?,Ministerio de Agroindustria,Agricultura  ,PROMOCIÓN FRUTA FINA
ANEXO 94,30/05/2016,01/06/2016,368,8/1/2016 13:56:57,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Qué proyectos de estímulo impositivo se encuentran en estudio dentro de la esfera correspondiente del Estado Nacional, para el desarrollo de proyectos de maricultura y su transferencia al sector productivo?",Ministerio de Agroindustria,AFIP / Tributos,ESTIMULO IMPOSITIVO CULTIVO MARÍTIMO
ANEXO 94,30/05/2016,01/06/2016,369,8/1/2016 13:58:09,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Qué proyectos interdisciplinarios se han coordinado a la fecha que incluyan la investigación de base, la conservación de las especies y los ambientes marinos, la utilización de los recursos renovables, el desarrollo de tecnologías aplicables al mar y la producción marina?",Ministerio de Agroindustria,Recursos Naturales,PROTECCIÓN Y DESARROLLO CUENCA MARÍTIMA
ANEXO 94,30/05/2016,01/06/2016,370,8/1/2016 14:01:05,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la situación de personal del INTA, solicito al Poder Ejecutivo se sirva informar: ",¿Qué medidas se han dispuesto o proyectado para garantizar la continuidad del normal funcionamiento del Instituto en lo referente a sus actividades de investigación y extensión que ya habían sido programadas?,Ministerio de Agroindustria,Organismos,FUNCIONAMIENTO INTA
ANEXO 94,30/05/2016,01/06/2016,371,8/1/2016 14:02:15,"García Larraburu, Silvina (RNG - PJ-FpV)","En relación a la situación de personal del INTA, solicito al Poder Ejecutivo se sirva informar: ","¿Qué medidas se han dispuesto o proyectado para que el INTA pueda cumplir con sus obligaciones indelegables tales como la evaluación y control del ambiente, la conservación de los recursos naturales y la biodiversidad, la sustentabilidad de los sistemas productivos, la viabilidad de las economías regionales y el mejoramiento de la calidad de vida de la familia rural?",Ministerio de Agroindustria,Organismos,FUNCIONAMIENTO INTA
ANEXO 94,30/05/2016,01/06/2016,372,8/1/2016 13:31:56,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Qué  programas, beneficios y estímulos se piensan implementar (incluido beneficios impositivos) para aquellas empresas que produzcan con responsabilidad social e implementen procesos de producción que cuiden y protejan el medio ambiente?",Ministerio de Ambiente y Desarrollo Sustentable,AFIP / Tributos,EXENCIONES Y BENEFICIOS A EMPRESAS CUIDADO AMBIENTE
ANEXO 94,30/05/2016,01/06/2016,373,8/1/2016 13:33:18,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿En qué ejes se está trabajando en relación a las economías regionales dependientes de la minería y que propuestas hay para reducir el impacto ambiental de la misma?,Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,REDUCCIÓN IMPACTO AMBIENTAL MINERAS
ANEXO 94,30/05/2016,01/06/2016,374,8/1/2016 13:34:36,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Se ha reglamentado finalmente la ley 25.675, Ley de ambiente? Y en caso contrario, que piensan hacer al respecto. La Ley N° 25.675, de Política Ambiental Nacional, sancionada en 2002, establece ""presupuestos mínimos para el logro de una gestión sustentable y adecuada del ambiente, la preservación y protección de la diversidad biológica y la implementación del desarrollo sustentable"". Luego de doce años, esta norma ha sido reglamentada integralmente, a pesar de los importantes instrumentos de gestión ambiental que regula. Hasta la fecha, sólo podemos destacar la reglamentación del artículo 22°, tendiente a la puesta en marcha del sistema de seguros ambientales. Esto fue aprobado a través de la Resolución N° 177/07, y su modificatoria, de la Secretaría de Ambiente y Desarrollo Sustentable de la Nación.",Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,REGLAMENTACIÓN LEY DE POLÍTICA AMBIENTAL
ANEXO 94,30/05/2016,01/06/2016,375,8/1/2016 13:35:28,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Continúa vigente la voluntad política por parte del Gobierno Nacional para avanzar hacia la Ley de humedales, tal como anunciaron meses atrás?",Ministerio de Ambiente y Desarrollo Sustentable,Recursos Naturales,LEY DE HUMEDALES
ANEXO 94,30/05/2016,01/06/2016,376,8/1/2016 13:36:44,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿En qué situación real se encuentra la Acumar debido al cambio de autoridades sucedido en abril, y cuál es la proyección de trabajo para el próximo año?",Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,SITUACIÓN ACUMAR
ANEXO 94,30/05/2016,01/06/2016,377,8/1/2016 13:37:46,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿En  qué estado está el proyecto para realizar el saneamiento del Lago Nahuel Huapi?,Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,SANEAMIENTO LAGO NAHUEL HUAPI
ANEXO 94,30/05/2016,01/06/2016,378,8/1/2016 13:38:22,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Por  qué aún no ha sido reglamentada la Ley 25.612 sobre Gestión Integral de Residuos Industriales y de Actividades de Servicios?,Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,REGLAMENTACIÓN LEY DE GESTIÓN DE RESIDUOS
ANEXO 94,30/05/2016,01/06/2016,379,8/1/2016 13:42:36,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál  es el estado de avance y estudio sobre la disposición final de lodos cloacales en el territorio argentino?,Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,LODOS CLOACALES
ANEXO 94,30/05/2016,01/06/2016,380,8/1/2016 13:44:46,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Se  ha realizado un análisis del impacto ambiental en las diferentes regiones, cantidad de metal contenido en estos residuos, métodos más aptos para su aprovechamiento, etc.?",Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,LODOS CLOACALES
ANEXO 94,30/05/2016,01/06/2016,381,8/1/2016 13:48:34,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál  es el estado actual de contaminación en la Cuenca del río Negro?,Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,CONTAMINACIÓN CUENCA RIO NEGRO
ANEXO 94,30/05/2016,01/06/2016,382,8/1/2016 13:49:29,"García Larraburu, Silvina (RNG - PJ-FpV)",,"¿Se ha  realizado un estudio de impacto ambiental referido al ""Proyecto Potasio Río Colorado"" a emplazarse en el Sur del Departamento de Malargüe, Provincia de Mendoza, en inmediaciones del curso del Río Colorado; con el objeto de contemplar alternativas de disposición final del cloruro de sodio remanente y así minimizar el riesgo de daños?",Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,PROYECTO POTASIO RIO COLORADO
ANEXO 94,30/05/2016,01/06/2016,383,8/1/2016 13:29:23,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿En qué estado está el desarrollo de la industria satelital y el Plan Satelital Geoestacionario Argentino 2015-2035?,"Ministerio de Ciencia, Tecnología e Innovación Productiva",ARSAT/Satélites  ,SITUACIÓN PLAN GEOESPACIAL
ANEXO 94,30/05/2016,01/06/2016,384,8/1/2016 13:33:46,"García Larraburu, Silvina (RNG - PJ-FpV)",Con  las vistas hacia un nuevo programa satelital:,¿Cuál es el rol que tendrá Arsat?,"Ministerio de Ciencia, Tecnología e Innovación Productiva",ARSAT/Satélites  ,PROGRAMA SATELITAL ARSAT
ANEXO 94,30/05/2016,01/06/2016,385,8/1/2016 13:35:32,"García Larraburu, Silvina (RNG - PJ-FpV)",Con  las vistas hacia un nuevo programa satelital:,¿Se prevé la creación de puestos de trabajo directos?,"Ministerio de Ciencia, Tecnología e Innovación Productiva",ARSAT/Satélites  ,PROGRAMA SATELITAL ARSAT
ANEXO 94,30/05/2016,01/06/2016,386,8/1/2016 13:36:58,"García Larraburu, Silvina (RNG - PJ-FpV)",Con  las vistas hacia un nuevo programa satelital:,¿Cuánta cantidad de puestos de trabajo indirectos se calculan? ¿Son de empresas nacionales o extranjeras?,"Ministerio de Ciencia, Tecnología e Innovación Productiva",ARSAT/Satélites  ,PROGRAMA SATELITAL ARSAT
ANEXO 94,30/05/2016,01/06/2016,387,8/1/2016 13:43:06,"García Larraburu, Silvina (RNG - PJ-FpV)",,¿Cuál es la planificación que pretende articular el Gobierno Nacional con INVAP?,"Ministerio de Ciencia, Tecnología e Innovación Productiva",Otros  ,PLANIFICACIÓN EN INVAP
ANEXO 94,30/05/2016,01/06/2016,388,8/1/2016 13:44:16,"García Larraburu, Silvina (RNG - PJ-FpV)",Respecto al INVAP,¿Se continuará con el fomento a la empresa rionegrina? ¿Hay giros de fondos previstos  para hacer?,"Ministerio de Ciencia, Tecnología e Innovación Productiva",Otros  ,FONDOS A INVAP
