INFORME,FECHA CIERRE,FECHA SESIÓN,N°,Autor de la Pregunta,Justificación o contexto,Pregunta,Órgano requerido,Area de gestión,Tema
95,22/08/2016,24/08/2016,57,Bloque Frente de Izquierda y de los Trabajadores,"Se ha argumentado la intención de incrementar la edad jubilatoria en que la mayor expectativa de vida reduce la relación entre trabajadores activos y pasivos, y que ello conduciría a un agravamiento del desfinanciamiento de la ANSES. ","Si el problema son los fondos de la ANSES, ¿por qué se mantiene vigente la reducción de aportes patronales establecida en la década del 90 por Menem y Cavallo? ",ANSES,Política previsional/jubilatoria,MODIFICACIÓN EN PORCENTAJES APORTES PATRONALES
95,22/08/2016,24/08/2016,58,Bloque Frente de Izquierda y de los Trabajadores,"Dado que la ley 26.425 del SIPA dejó afuera rentas vitalicias y que estos jubilados cobraron durante años miserias (perciben actualmente alrededor de $700 mensuales), y qué usted afirma que “se está trabajando para incluir a aquellos beneficiarios remanentes de las AFJP”. ",¿En qué consiste ese trabajo? ¿Cuándo se los incluirá efectivamente? ¿Se resarcirá a estos jubilados por la estafa a la que fueron sometidos durante todos estos años?,ANSES,Política previsional/jubilatoria,BENEFICIARIOS REMANENTES DE LAS AFJP
95,22/08/2016,24/08/2016,59,Bloque Frente de Izquierda y de los Trabajadores,"Considerando que un enorme porcentaje de los jubilados de nuestro país (según Clarín un 70% en la Ciudad de Buenos Aires –nota publicada el 4/8), no está familiarizado con las herramientas de internet. ","¿Por qué en la reglamentación de la ley 27.260 se obliga a los jubilados a tener que averiguar por Internet (o trasladándose a los UDAI, que suelen estar desbordados en su capacidad de atención) los alcances de la ley en cada caso? ¿Por qué no es la ANSES la que informa? ",ANSES,Política previsional/jubilatoria,ACCESIBILIDAD INFORMACIÓN LEY DE REPARACIÓN HISTÓRICA
95,22/08/2016,24/08/2016,60,Bloque Frente de Izquierda y de los Trabajadores,,¿Por qué se reconoce una “amnistía fiscal parcial” (como afirmó en su respuesta a nuestro bloque) a los evasores que se avienen al blanqueo de capitales? ¿Por qué se renuncia a investigar la procedencia de esos capitales que en muchos casos tienen su origen en actividades delictivas a gran escala?,Ministerio de Hacienda y Finanzas Públicas,Política Monetaria,BLANQUEO DE CAPITALES
95,22/08/2016,24/08/2016,61,Bloque Frente de Izquierda y de los Trabajadores,"Ud. afirma que el actual blanqueo tiene más posibilidades de ingresos de capitales que intentos realizados por el gobierno anterior, debido a que desde el próximo año empiezan a regir los convenios internacionales de cruce de información:",¿Por qué se declara entonces esta amnistía? ,Ministerio de Hacienda y Finanzas Públicas,Política Monetaria,AMNISTIA FISCAL EN BLANQUEO DE CAPITALES
95,22/08/2016,24/08/2016,62,Bloque Frente de Izquierda y de los Trabajadores,,"¿Cuál es el criterio para “una disminución gradual de la alícuota aplicable” a un gravamen sobre el capital, como es el impuesto sobre los Bienes Personales desde 2016, mientras se extiende a 2017 la promesa de elevar el mínimo no imponible del impuesto a las ganancias que pesa sobre un importante sector de los trabajadores argentinos?",Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,DISMINUCIÓN GRAVAMEN BIENES PERSONALES
95,22/08/2016,24/08/2016,63,Bloque Frente de Izquierda y de los Trabajadores,,¿Cuáles son a criterio del gobierno las inequidades que adolece el sistema impositivo? ¿En función de qué criterios se está evaluando una reforma tributaria integral como sostuvo en su respuesta en el informe N° 93?,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,REFORMA TRIBUTARIA INTEGRAL
95,22/08/2016,24/08/2016,64,Bloque Frente de Izquierda y de los Trabajadores,En referencia a la promoción de una reforma tributaria integral por parte del gobierno,¿Contempla esa reforma la eliminación de todo gravamen impositivo a la vivienda única familiar? ¿Contempla la abolición del impuesto a las ganancias sobre los salarios de convenio?,Ministerio de Hacienda y Finanzas Públicas,AFIP/Tributos,REFORMA TRIBUTARIA INTEGRAL
95,22/08/2016,24/08/2016,65,Bloque Frente de Izquierda y de los Trabajadores,,¿Actualmente se está extrayendo petróleo con el método de fracking en las provincias patagónicas? ¿Qué consideración tiene el gobierno respecto del impacto ambiental de este método? ¿Cuentan con algún estudio de impacto ambiental sobre la zona respecto del fracking? ,Ministerio de Energía y Minería,YPF/Política de hidrocarburos/Gas,FRACKING APLICADO EXTRACCIÓN PETROLEO
95,22/08/2016,24/08/2016,66,Bloque Frente de Izquierda y de los Trabajadores,,¿El gobierno considera necesaria la aprobación de una ley de glaciares tras el veto de la ex presidenta Cristina Fernández de Kirchner a la ley votada en 2008? ¿Qué características debería tener la legislación sobre glaciares? ¿Qué política tiene prevista para proteger a los glaciares ante la depredación y contaminación que implica la actividad de las empresas? ,Ministerio de Ambiente y Desarrollo Sustentable,Glaciares,NUEVA LEY DE GLACIARES
95,22/08/2016,24/08/2016,67,Bloque Frente de Izquierda y de los Trabajadores,Los ambientalistas de Jachal denuncian que en el inventario de IANIGLA que se está llevando adelante no se contemplan los glaciares que tienen menos de una hectárea, ¿A qué se debe esta exclusión? ,Ministerio de Ambiente y Desarrollo Sustentable,Glaciares,INVENTARIO DE GLACIARES
95,22/08/2016,24/08/2016,68,Bloque Frente de Izquierda y de los Trabajadores,,¿Qué consideración tiene el gobierno respecto de la contaminación que generan los emprendimientos de megaminería a cielo abierto? ¿Qué medidas de saneamiento y remediación prevee aplicar el gobierno ante los efectos de esta actividad? ,Ministerio de Ambiente y Desarrollo Sustentable,Impacto ambiental y contaminación,CONTAMINACIÓN MINERÍA CIELO ABIERTO
95,22/08/2016,24/08/2016,69,Bloque Frente de Izquierda y de los Trabajadores,,"¿Qué consideración tiene el gobierno respecto de las consecuencias negativas del avance de la frontera sojera: desplazamiento de pueblos de sus territorios, desmontes, afectación a la salud de la población por efecto de los agroquímicos que se utilizan en la producción, contaminación del agua y el suelo? ¿Qué medidas piensa tomar ante esta situación?",Ministerio de Agroindustria,Agricultura  ,IMPACTO AMBIENTAL DE LA SOJA
95,22/08/2016,24/08/2016,70,Bloque Frente de Izquierda y de los Trabajadores,,¿Por qué se viene postergando el tratamiento de una ley de defensa de los humedales?,Ministerio de Ambiente y Desarrollo Sustentable,Recursos Naturales,LEY DEFENSA HUMEDALES
95,22/08/2016,24/08/2016,71,Bloque Frente de Izquierda y de los Trabajadores,"Aunque el aporte a la Fundación Scholas Occurrentes (decreto N° 711/2016) ha sido rechazado por el Vaticano, el mismo fue justificado por usted en virtud de colaborar con el “sostenimiento del equipo profesional, infraestructura y equipamiento de la sede central de dicha Red en nuestro País”.","¿Por qué se apoya financieramente a instituciones privadas clericales y por qué no se aplica el mismo criterio para las instituciones educativas públicas, que no cuentan con el presupuesto necesario para los mismos fines como se manifiesta en el colapso de infraestructuras precarias de las escuelas públicas en todo el país o el conflicto docente y el reclamo de reapertura de paritaria que condujo a la situación de no inicio de clases en este segundo cuatrimestre en siete provincias del país?",Ministerio de Educación y Deportes,Programas educativos.,FINANCIAMIENTO A INSTITUCIONES EDUCATIVAS PRIVADAS
95,22/08/2016,24/08/2016,72,Bloque Frente de Izquierda y de los Trabajadores,Usted afirma que las provincias de Salta y Catamarca imparten educación religiosa en las instituciones públicas porque así está previsto en sus respectivas constituciones provinciales y que el Ejecutivo nacional es respetuoso de las autonomías provinciales. ,¿Qué sucede con el derecho a la libertad de culto consagrado en el artículo 14 de la Constitución nacional? ¿No debe ser ese un derecho respetado? ¿No se contradice con su propia argumentación de que según la ley 26.206 la educación pública debe ser siempre laica?,Ministerio de Educación y Deportes,Programas educativos.,LIBERTAD DE CULTO EN INSTITUCIONES EDUCATIVAS PÚBLICAS
95,22/08/2016,24/08/2016,73,Bloque Frente de Izquierda y de los Trabajadores,"A partir del conocimiento y la repercusión nacional que ha tomado el caso de Belén, la joven tucumana condenada a 8 años de prisión por haber sufrido un aborto espontaneo en un hospital público en la ciudad de Tucumán. ",¿Está de acuerdo el gobierno en la criminalización de las mujeres que atraviesan por una situación similar? ¿Qué medidas piensa adoptar para evitar que otras mujeres en el país sufran la misma violación de sus derechos que sufrió Belén? ¿Qué medidas piensa adoptar para que se respete el derecho al aborto no punible en todo el país?,Ministerio de Justicia y Derechos Humanos,Derechos Humanos  ,ABORTO NO PUNIBLE
95,22/08/2016,24/08/2016,74,Bloque Frente de Izquierda y de los Trabajadores,El Consejo Nacional de las Mujeres acaba de anunciar un “Plan para la erradicación de la violencia de género” en el marco de la Ley 26485.,"¿Qué medidas concretas se aplicarán para terminar con la violencia institucional que sufren las mujeres en todo el país, como se visto de manera concentrada en el caso de la joven tucumana Belén? ",Consejo Nacional de Políticas Sociales,Política de Género/Violencia de Género,ABORTO NO PUNIBLE
95,22/08/2016,24/08/2016,75,Bloque Frente de Izquierda y de los Trabajadores,El Consejo Nacional de las Mujeres acaba de anunciar un “Plan para la erradicación de la violencia de género” en el marco de la Ley 26485.,¿Qué medidas se aplicarán para combatir la complicidad de las fuerzas policiales y de funcionarios con la explotación sexual y la trata?,Consejo Nacional de Políticas Sociales,Política de Género/Violencia de Género,EXPLOTACIÓN SEXUAL Y TRATA
95,22/08/2016,24/08/2016,76,Bloque Frente de Izquierda y de los Trabajadores,El Consejo Nacional de las Mujeres acaba de anunciar un “Plan para la erradicación de la violencia de género” en el marco de la Ley 26485. ,Se anunció que se construirán hogares de asistencia en todo el país: ¿Cuáles son las condiciones de trabajo de las que deberán asistir a las mujeres que recurren? ,Consejo Nacional de Políticas Sociales,Política de Género/Violencia de Género,HOGARES ASISTENCIALES VIOLENCIA DE GENERO
95,22/08/2016,24/08/2016,77,Bloque Frente de Izquierda y de los Trabajadores,"NO CORRESPONDE RESPONDER AL JEFE DE GABINETE. ELABORAR RESPUESTA RECHAZANDO LA PREGUNTA

En 9 años el gobierno de la Ciudad de Buenos Aires desmanteló la dirección de la mujer. ",¿Por qué el gobierno de la Ciudad de Buenos Aires se niega a reglamentar la ley 5466/15 para la puesta en pie de Centros de Asistencia a las Mujeres? ,Jefatura de Gabinete,Jefatura de Gabinete,CENTROS ASISTENCIALES MUJERES CABA
95,22/08/2016,24/08/2016,78,Bloque Frente de Izquierda y de los Trabajadores,,¿En qué consiste la “participación activa” de las fuerzas armadas “en el camino hacia una Argentina con pobreza cero” anunciada por el presidente Macri? ¿Cuál es la función de las fuerzas armadas en esta materia? ,Ministerio de Defensa,FF.AA.,FUERZAS ARMADAS EN SEGURIDAD INTERIOR
95,22/08/2016,24/08/2016,79,Bloque Frente de Izquierda y de los Trabajadores,,"¿Está el gobierno promoviendo la intervención de las fuerzas armadas en asuntos de seguridad interna, expresamente prohibido por la legislación nacional?",Ministerio de Seguridad,Seguridad Interior  ,FUERZAS ARMADAS EN SEGURIDAD INTERIOR
95,22/08/2016,24/08/2016,80,Bloque Frente de Izquierda y de los Trabajadores,,"¿Cuál es la posición del gobierno argentino ante los crímenes por los que es acusado el presidente Peña Nieto y que implican graves violaciones de los derechos humanos, como la desaparición de los 43 estudiantes en Ayotzinapa en 2014 y el asesinato de al menos ocho personas que apoyaban la lucha docente en Oaxaca a manos de la policía? ",Ministerio de Relaciones Exteriores y Culto,Integración regional  ,POSTURA ARGENTINA CRIMENES EN MEXICO
95,22/08/2016,24/08/2016,81,Bloque Frente de Izquierda y de los Trabajadores,,¿Cuál es su opinión respecto de la participación de genocidas del Operativo Independencia y carapintadas golpistas como Aldo Rico en el desfile militar del Bicentenario del 9 de julio? ,Ministerio de Defensa,FF.AA.,DESFILE DEL BICENTENARIO
95,22/08/2016,24/08/2016,82,Bloque Frente de Izquierda y de los Trabajadores,"Habida cuenta de los largamente denunciados abusos y violaciones a los Derechos Humanos cometidos contra la población civil haitiana en el marco del despliegue de la MINUSTAH en dicho país (asesinato de civiles, violaciones, abusos de autoridad, razias, represión sobre la población, entre otros).",¿Por qué motivo el gobierno no impulsa una investigación inmediata sobre los crímenes cometidos?,Ministerio de Relaciones Exteriores y Culto,Integración regional  ,MINUSTAH INVESTIGACIÓN DE CRIMENES COMETIDOS
95,22/08/2016,24/08/2016,83,Bloque Frente de Izquierda y de los Trabajadores,"Habida cuenta de los largamente denunciados abusos y violaciones a los Derechos Humanos cometidos contra la población civil haitiana en el marco del despliegue de la MINUSTAH en dicho país (asesinato de civiles, violaciones, abusos de autoridad, razias, represión sobre la población, entre otros).","¿Por qué la Argentina continúa su mandato a la Minustah en el Consejo de Seguridad de la ONU, cuando ello implica –como lo denuncian las organizaciones del pueblo haitiano- una clara violación a la soberanía y la autodeterminación nacional?  ",Ministerio de Relaciones Exteriores y Culto,Integración regional  ,MINUSTAH VIOLACIÓN SOBERANÍA HAITIANA
95,22/08/2016,24/08/2016,84,Bloque Frente de Izquierda y de los Trabajadores,,"¿Por qué el proyecto de ley de reforma electoral enviado por el PEN mantiene los pisos restrictivos del 1,5% en las PASO y del 3% del padrón electoral para la consagración de un legislador?","Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,REFORMA ELECTORAL VOTO
95,22/08/2016,24/08/2016,85,Bloque Frente de Izquierda y de los Trabajadores,,¿Qué opinión tiene respecto del financiamiento de los partidos políticos por parte de los grupos económicos? ¿Por qué el financiamiento de los partidos fue excluido del proyecto oficial? ¿Por qué los aportes a los partidos se pueden deducir de ganancias?,"Ministerio de Interior, Obras Públicas y Vivienda",Política electoral,REFORMA ELECTORAL VOTO
